"corpus","sequence_length","n_sequences","ngram","biphone","method","pos1","pos2","pos3","pos4","pos5","pos6","pos7","pos8","pos9","pos10","pos11"
"CMU",12,1564,"biphone","UX-AY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","B-AY","type",5,0,0,1,1,2,0,0,0,0,1
"CMU",12,1564,"biphone","CH-AY","type",0,0,0,0,0,0,0,0,0,1,0
"CMU",12,1564,"biphone","D-AY","type",3,0,0,5,1,2,0,0,0,3,0
"CMU",12,1564,"biphone","DH-AY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","F-AY","type",1,0,0,0,3,0,3,0,3,6,0
"CMU",12,1564,"biphone","G-AY","type",1,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","HH-AY","type",15,0,0,0,0,1,0,0,0,0,0
"CMU",12,1564,"biphone","JH-AY","type",0,0,0,0,0,0,0,1,0,0,0
"CMU",12,1564,"biphone","K-AY","type",0,0,0,0,0,0,0,2,0,1,0
"CMU",12,1564,"biphone","L-AY","type",0,1,0,0,0,3,1,10,8,7,0
"CMU",12,1564,"biphone","M-AY","type",17,0,6,0,0,0,0,0,0,2,0
"CMU",12,1564,"biphone","N-AY","type",6,0,0,0,0,2,0,1,4,0,0
"CMU",12,1564,"biphone","NG-AY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","P-AY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","R-AY","type",0,2,0,0,3,1,1,0,1,0,0
"CMU",12,1564,"biphone","S-AY","type",8,0,9,0,2,1,1,3,0,0,0
"CMU",12,1564,"biphone","SH-AY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","T-AY","type",1,0,3,1,2,0,1,5,2,0,0
"CMU",12,1564,"biphone","TH-AY","type",0,0,0,0,0,4,0,0,0,0,0
"CMU",12,1564,"biphone","V-AY","type",1,0,5,0,0,2,0,1,0,0,0
"CMU",12,1564,"biphone","W-AY","type",0,0,0,0,0,0,0,0,0,2,0
"CMU",12,1564,"biphone","Y-AY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Z-AY","type",0,2,1,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","ZH-AY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Q-AY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AA-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AE-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AH-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AO-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AW-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AY-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","EH-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","ER-EH","type",0,1,4,9,0,0,0,1,0,0,0
"CMU",12,1564,"biphone","EY-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IH-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IY-EH","type",0,1,0,1,1,0,4,4,0,0,0
"CMU",12,1564,"biphone","OW-EH","type",0,1,1,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OY-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UH-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UW-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AX-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AXR-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IX-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UX-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","B-EH","type",2,0,1,0,0,0,1,2,0,1,0
"CMU",12,1564,"biphone","CH-EH","type",2,0,0,0,0,0,0,1,0,0,0
"CMU",12,1564,"biphone","D-EH","type",12,1,2,2,8,3,1,1,0,0,0
"CMU",12,1564,"biphone","DH-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","F-EH","type",2,0,2,5,2,4,2,1,1,0,0
"CMU",12,1564,"biphone","G-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","HH-EH","type",7,0,0,0,1,0,4,0,0,0,0
"CMU",12,1564,"biphone","JH-EH","type",6,0,3,1,1,7,0,3,0,0,0
"CMU",12,1564,"biphone","K-EH","type",2,0,0,0,1,2,0,0,0,0,0
"CMU",12,1564,"biphone","L-EH","type",2,8,4,3,5,3,5,0,2,0,0
"CMU",12,1564,"biphone","M-EH","type",12,1,6,5,4,16,14,8,1,0,0
"CMU",12,1564,"biphone","N-EH","type",0,2,3,1,0,8,4,6,7,0,0
"CMU",12,1564,"biphone","NG-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","P-EH","type",8,6,1,10,3,7,10,0,0,0,0
"CMU",12,1564,"biphone","R-EH","type",21,8,13,13,10,1,2,1,1,0,0
"CMU",12,1564,"biphone","S-EH","type",38,1,12,2,7,6,9,0,2,0,0
"CMU",12,1564,"biphone","SH-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","T-EH","type",15,7,3,10,5,1,12,1,1,1,0
"CMU",12,1564,"biphone","TH-EH","type",1,1,0,0,3,1,1,1,0,0,0
"CMU",12,1564,"biphone","V-EH","type",2,0,13,6,1,2,3,0,0,0,0
"CMU",12,1564,"biphone","W-EH","type",3,2,0,0,1,0,3,0,0,0,0
"CMU",12,1564,"biphone","Y-EH","type",1,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Z-EH","type",0,0,2,0,0,4,0,0,3,0,0
"CMU",12,1564,"biphone","ZH-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Q-EH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AA-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AE-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AH-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AO-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AW-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AY-ER","type",0,0,0,0,0,0,0,0,0,0,1
"CMU",12,1564,"biphone","EH-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","ER-ER","type",0,0,0,0,0,0,0,0,0,2,0
"CMU",12,1564,"biphone","EY-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IH-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IY-ER","type",0,0,0,1,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OW-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OY-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UH-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UW-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AX-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AXR-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IX-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UX-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","B-ER","type",0,0,5,0,1,2,1,0,0,2,0
"CMU",12,1564,"biphone","CH-ER","type",0,0,2,0,0,0,0,2,7,2,3
"CMU",12,1564,"biphone","D-ER","type",1,0,12,2,1,4,1,0,0,3,1
"CMU",12,1564,"biphone","DH-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","F-ER","type",0,0,6,1,0,5,0,0,0,0,1
"CMU",12,1564,"biphone","G-ER","type",0,0,0,3,1,0,3,0,0,0,0
"CMU",12,1564,"biphone","HH-ER","type",3,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","JH-ER","type",1,0,0,0,1,0,0,0,0,0,0
"CMU",12,1564,"biphone","K-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","L-ER","type",0,0,0,0,1,1,1,0,1,0,2
"CMU",12,1564,"biphone","M-ER","type",1,0,1,0,1,0,1,0,0,2,0
"CMU",12,1564,"biphone","N-ER","type",0,2,9,2,0,1,0,1,0,3,0
"CMU",12,1564,"biphone","NG-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","P-ER","type",4,0,18,3,5,5,3,1,0,0,0
"CMU",12,1564,"biphone","R-ER","type",0,0,0,0,0,0,0,1,0,1,0
"CMU",12,1564,"biphone","S-ER","type",7,0,2,4,1,0,0,0,6,2,2
"CMU",12,1564,"biphone","SH-ER","type",0,0,0,0,0,0,0,0,0,1,0
"CMU",12,1564,"biphone","T-ER","type",0,0,29,10,4,5,8,6,3,25,10
"CMU",12,1564,"biphone","TH-ER","type",1,1,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","V-ER","type",0,26,2,1,3,3,2,0,0,0,0
"CMU",12,1564,"biphone","W-ER","type",0,0,0,0,1,1,0,0,1,0,0
"CMU",12,1564,"biphone","Y-ER","type",0,0,0,0,0,0,2,0,0,0,0
"CMU",12,1564,"biphone","Z-ER","type",0,0,1,0,0,0,0,0,0,2,0
"CMU",12,1564,"biphone","ZH-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Q-ER","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AA-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AE-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AO-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AW-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AY-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","EH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","ER-EY","type",0,0,0,0,0,0,5,7,0,0,0
"CMU",12,1564,"biphone","EY-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IY-EY","type",0,0,1,0,0,1,4,19,2,1,0
"CMU",12,1564,"biphone","OW-EY","type",0,0,0,0,1,0,0,0,0,0,0
"CMU",12,1564,"biphone","OY-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UW-EY","type",0,0,0,0,0,0,2,6,0,1,0
"CMU",12,1564,"biphone","AX-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AXR-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IX-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UX-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","B-EY","type",0,0,0,0,0,0,1,0,0,0,0
"CMU",12,1564,"biphone","CH-EY","type",0,0,0,0,2,0,0,0,0,0,0
"CMU",12,1564,"biphone","D-EY","type",4,0,0,0,0,0,0,5,0,0,0
"CMU",12,1564,"biphone","DH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","F-EY","type",0,0,0,0,0,0,1,0,0,0,0
"CMU",12,1564,"biphone","G-EY","type",0,0,0,0,0,1,3,11,0,1,0
"CMU",12,1564,"biphone","HH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","JH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","K-EY","type",1,0,0,0,1,1,6,42,0,2,0
"CMU",12,1564,"biphone","L-EY","type",0,0,0,2,4,2,9,31,5,2,0
"CMU",12,1564,"biphone","M-EY","type",0,0,0,0,0,3,6,11,1,0,0
"CMU",12,1564,"biphone","N-EY","type",0,0,1,1,0,0,10,26,1,6,0
"CMU",12,1564,"biphone","NG-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","P-EY","type",1,0,0,1,0,0,4,5,0,0,0
"CMU",12,1564,"biphone","R-EY","type",2,3,0,1,1,1,9,14,3,0,0
"CMU",12,1564,"biphone","S-EY","type",1,0,0,1,0,1,2,0,0,1,0
"CMU",12,1564,"biphone","SH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","T-EY","type",0,1,0,1,5,12,10,20,1,0,2
"CMU",12,1564,"biphone","TH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","V-EY","type",0,1,0,0,1,0,2,2,0,0,0
"CMU",12,1564,"biphone","W-EY","type",0,0,1,0,0,1,2,0,0,0,0
"CMU",12,1564,"biphone","Y-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Z-EY","type",0,0,0,0,0,0,6,36,0,0,0
"CMU",12,1564,"biphone","ZH-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Q-EY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AA-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AE-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AH-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AO-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AW-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AY-IH","type",0,0,0,0,3,0,0,0,0,3,0
"CMU",12,1564,"biphone","EH-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","ER-IH","type",0,0,3,1,0,1,1,0,3,1,0
"CMU",12,1564,"biphone","EY-IH","type",0,0,0,0,0,0,0,0,1,0,0
"CMU",12,1564,"biphone","IH-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IY-IH","type",0,23,0,1,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OW-IH","type",0,2,0,1,1,0,0,0,0,0,0
"CMU",12,1564,"biphone","OY-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UH-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UW-IH","type",0,0,0,0,0,0,2,0,0,1,0
"CMU",12,1564,"biphone","AX-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AXR-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IX-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UX-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","B-IH","type",2,0,2,4,5,4,19,0,0,1,0
"CMU",12,1564,"biphone","CH-IH","type",0,0,0,0,1,1,0,0,0,0,0
"CMU",12,1564,"biphone","D-IH","type",86,0,13,5,7,11,7,2,3,9,0
"CMU",12,1564,"biphone","DH-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","F-IH","type",9,0,4,4,3,4,8,6,2,4,0
"CMU",12,1564,"biphone","G-IH","type",0,0,0,0,0,1,0,0,1,0,0
"CMU",12,1564,"biphone","HH-IH","type",2,0,0,1,2,0,0,0,0,0,0
"CMU",12,1564,"biphone","JH-IH","type",0,0,2,0,1,4,0,23,7,9,0
"CMU",12,1564,"biphone","K-IH","type",2,1,2,0,0,0,1,1,0,2,0
"CMU",12,1564,"biphone","L-IH","type",3,3,10,6,7,17,20,22,20,7,0
"CMU",12,1564,"biphone","M-IH","type",32,0,13,5,7,10,1,9,4,4,0
"CMU",12,1564,"biphone","N-IH","type",1,8,10,3,4,12,6,21,14,10,0
"CMU",12,1564,"biphone","NG-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","P-IH","type",1,5,3,2,5,6,1,7,2,1,0
"CMU",12,1564,"biphone","R-IH","type",12,18,5,20,21,11,14,11,4,5,0
"CMU",12,1564,"biphone","S-IH","type",7,2,19,17,7,11,8,12,5,39,0
"CMU",12,1564,"biphone","SH-IH","type",0,0,2,0,0,0,0,0,3,12,0
"CMU",12,1564,"biphone","T-IH","type",0,1,13,28,13,16,23,52,7,159,0
"CMU",12,1564,"biphone","TH-IH","type",0,0,0,0,0,0,0,0,0,1,0
"CMU",12,1564,"biphone","V-IH","type",5,0,1,1,10,1,1,3,6,0,0
"CMU",12,1564,"biphone","W-IH","type",1,1,0,0,2,0,2,5,0,0,0
"CMU",12,1564,"biphone","Y-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Z-IH","type",0,2,1,2,1,3,0,5,1,20,0
"CMU",12,1564,"biphone","ZH-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Q-IH","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AA-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AE-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AH-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AO-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AW-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AY-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","EH-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","ER-IY","type",0,0,0,0,0,1,0,0,0,2,4
"CMU",12,1564,"biphone","EY-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IH-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IY-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OW-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OY-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UH-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UW-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AX-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AXR-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IX-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UX-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","B-IY","type",0,0,0,0,0,1,0,0,0,1,0
"CMU",12,1564,"biphone","CH-IY","type",0,0,0,1,1,0,3,1,0,0,0
"CMU",12,1564,"biphone","D-IY","type",19,1,4,1,0,1,1,0,1,6,1
"CMU",12,1564,"biphone","DH-IY","type",0,0,0,0,0,0,0,1,0,0,0
"CMU",12,1564,"biphone","F-IY","type",0,0,0,0,0,0,0,1,0,2,2
"CMU",12,1564,"biphone","G-IY","type",0,0,0,0,0,2,0,0,0,0,1
"CMU",12,1564,"biphone","HH-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","JH-IY","type",4,0,1,1,1,1,0,0,0,0,9
"CMU",12,1564,"biphone","K-IY","type",0,0,3,0,0,0,0,0,0,2,4
"CMU",12,1564,"biphone","L-IY","type",0,0,8,1,1,4,1,1,0,4,126
"CMU",12,1564,"biphone","M-IY","type",1,0,6,0,1,1,0,0,2,4,1
"CMU",12,1564,"biphone","N-IY","type",1,1,2,0,2,2,4,10,8,2,3
"CMU",12,1564,"biphone","NG-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","P-IY","type",1,0,1,0,2,0,0,7,1,0,3
"CMU",12,1564,"biphone","R-IY","type",56,12,5,7,11,9,3,8,18,13,21
"CMU",12,1564,"biphone","S-IY","type",1,1,2,0,3,2,3,3,0,6,4
"CMU",12,1564,"biphone","SH-IY","type",0,0,0,0,1,2,15,1,0,0,0
"CMU",12,1564,"biphone","T-IY","type",1,0,9,7,2,0,0,4,1,11,52
"CMU",12,1564,"biphone","TH-IY","type",1,0,0,0,0,0,0,0,0,0,1
"CMU",12,1564,"biphone","V-IY","type",1,0,1,2,0,4,0,2,5,0,0
"CMU",12,1564,"biphone","W-IY","type",1,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Y-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Z-IY","type",0,0,2,0,1,0,0,0,0,0,0
"CMU",12,1564,"biphone","ZH-IY","type",0,0,0,0,0,0,1,0,0,0,0
"CMU",12,1564,"biphone","Q-IY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AA-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AE-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AO-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AW-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AY-OW","type",0,4,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","EH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","ER-OW","type",0,0,1,1,0,0,0,1,0,0,0
"CMU",12,1564,"biphone","EY-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IY-OW","type",0,3,1,2,2,0,1,0,0,0,2
"CMU",12,1564,"biphone","OW-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OY-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UW-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AX-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AXR-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IX-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UX-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","B-OW","type",2,0,0,1,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","CH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","D-OW","type",0,0,1,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","DH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","F-OW","type",4,0,0,1,0,0,0,2,0,0,0
"CMU",12,1564,"biphone","G-OW","type",0,0,0,0,3,1,3,0,0,0,0
"CMU",12,1564,"biphone","HH-OW","type",1,0,0,0,0,0,3,0,2,0,0
"CMU",12,1564,"biphone","JH-OW","type",0,0,0,0,0,0,1,0,0,0,0
"CMU",12,1564,"biphone","K-OW","type",7,0,4,1,0,0,0,1,2,1,2
"CMU",12,1564,"biphone","L-OW","type",0,1,2,0,1,4,0,5,0,5,0
"CMU",12,1564,"biphone","M-OW","type",3,1,3,1,1,1,2,0,1,0,2
"CMU",12,1564,"biphone","N-OW","type",3,0,0,1,2,1,0,3,0,1,0
"CMU",12,1564,"biphone","NG-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","P-OW","type",1,0,2,1,1,1,0,0,0,0,0
"CMU",12,1564,"biphone","R-OW","type",2,17,9,31,2,4,0,0,0,0,1
"CMU",12,1564,"biphone","S-OW","type",4,0,1,0,2,0,0,0,0,0,0
"CMU",12,1564,"biphone","SH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","T-OW","type",1,2,5,2,2,4,1,0,0,0,1
"CMU",12,1564,"biphone","TH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","V-OW","type",0,0,1,0,1,0,0,0,0,0,0
"CMU",12,1564,"biphone","W-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Y-OW","type",0,0,0,0,0,0,0,1,0,0,0
"CMU",12,1564,"biphone","Z-OW","type",0,0,0,0,1,0,0,0,0,0,0
"CMU",12,1564,"biphone","ZH-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","Q-OW","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AA-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AE-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AH-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AO-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AW-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AY-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","EH-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","ER-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","EY-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IH-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IY-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OW-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","OY-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UH-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UW-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AX-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","AXR-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","IX-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","UX-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","B-OY","type",0,0,0,0,0,0,0,0,0,0,0
"CMU",12,1564,"biphone","CH-OY","type",0,0,0,0,0,0,0,0,0,0,0
